"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",0,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","FB",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"1","LR",1,"5",0.98,0.97,"4","2",0.9375,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","FB",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"2","LR",1,"5",1,1,"4","2",1,1,"1","1","1","1"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","FB",1,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"3","LR",0,"1",1,0,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","FB",1,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"4","LR",0,"1",1,0.012,"2","4",1,0,"2","2","2","2"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
"5","FB",0,"25",0.062,1,"1","3",0.125,1,"3","3","3","3"
