"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","lmem.class","lmem.tc","bm.class","bm.tc","bbm.class","bbm.tc"
"1","FB",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","FB",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","FB",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","FB",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"1","LR",1,"17",0.211,0.291,"1","3",0,0.25,"1","1","1","1","1","1","1","1"
"2","FB",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","FB",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","FB",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","FB",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","LR",0,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","LR",0,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","LR",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"2","LR",1,"7",0.79,0.248,"2","4",1,0.5,"2","2","1","2","1","4","2","2"
"3","FB",0,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","FB",1,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","FB",1,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","FB",1,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","LR",0,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","LR",0,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","LR",1,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"3","LR",1,"7",0.813,0.227,"2","4",0.75,0.5,"6","3","1","2","1","2","3","3"
"4","FB",0,"7",0.668,0.328,"2","4",0.75,0.25,"6","3","1","2","1","2","3","3"
"4","FB",1,"7",0.668,0.328,"2","4",0.75,0.25,"6","3","1","2","1","2","3","3"
"4","FB",1,"7",0.668,0.328,"2","4",0.75,0.25,"6","3","1","2","1","2","3","3"
"4","FB",1,"7",0.668,0.328,"2","4",0.75,0.25,"6","3","1","2","1","2","3","3"
"4","LR",0,"7",0.668,0.328,"2","4",0.75,0.25,"6","3","1","2","1","2","3","3"
