"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","FB",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",0,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"1","LR",1,"7",0.737,0.242,"1","1",0.5625,0.1875,"1","1","1","1"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
"2","FB",0,"19",0.271,0.808,"2","2",0.3125,0.75,"1","2","1","2"
