"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",0,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","FB",0,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","FB",0,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","FB",1,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","LR",1,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","LR",1,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","LR",1,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"1","LR",1,"19",0.207,0.758,"4","4",0.25,1,"1","1","1","1"
"2","FB",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","FB",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","FB",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","FB",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","LR",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","LR",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","LR",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"2","LR",0,"17",0.273,0.242,"3","1",0,0,"2","2","2","2"
"3","FB",0,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","FB",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","FB",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","FB",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","LR",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","LR",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","LR",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"3","LR",1,"19",0.249,0.765,"2","2",0.75,1,"3","3","3","3"
"4","FB",0,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","FB",0,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","FB",0,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","FB",1,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","LR",0,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","LR",0,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","LR",1,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"4","LR",1,"19",0.185,0.689,"4","4",0.25,0.5,"2","2","1","1"
"5","FB",0,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","FB",1,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","FB",1,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","FB",1,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","LR",0,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","LR",0,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","LR",1,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"5","LR",1,"9",0.711,0.714,"2","2",0.75,0.5,"6","3","3","3"
"6","FB",0,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","FB",0,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","FB",1,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","FB",1,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","LR",0,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","LR",1,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","LR",1,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"6","LR",1,"19",0.28,0.725,"4","4",0.5,0.75,"3","2","3","3"
"7","FB",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","FB",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","FB",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","FB",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","LR",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","LR",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","LR",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"7","LR",1,"9",0.715,0.762,"2","2",1,1,"5","3","3","3"
"8","FB",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","FB",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","FB",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","FB",1,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","LR",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","LR",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","LR",0,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"8","LR",1,"17",0.252,0.24,"3","1",0.25,0.25,"2","2","2","2"
"9","FB",0,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","FB",0,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","FB",0,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","FB",0,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","LR",0,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","LR",1,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","LR",1,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"9","LR",1,"19",0.233,0.726,"4","4",0,0.75,"1","1","1","1"
"10","FB",0,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","FB",1,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","FB",1,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","FB",1,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","LR",0,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","LR",0,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","LR",0,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"10","LR",1,"19",0.205,0.773,"1","3",0.75,0.25,"6","4","4","4"
"11","FB",0,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","FB",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","FB",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","FB",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","LR",0,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","LR",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","LR",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"11","LR",1,"9",0.708,0.645,"2","2",0.75,0.75,"3","3","3","3"
"12","FB",1,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
"12","FB",1,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
"12","FB",1,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
"12","FB",1,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
"12","LR",0,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
"12","LR",1,"9",0.78,0.768,"2","2",1,0.75,"5","3","3","3"
