"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","lmem.class","lmem.tc","bm.class","bm.tc","bbm.class","bbm.tc"
"1","FB",0,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","FB",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","FB",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","FB",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","LR",0,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","LR",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","LR",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"1","LR",1,"9",0.766,0.796,"1","1",0.75,0.75,"1","1","1","1","1","1","1","1"
"2","FB",0,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","FB",1,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","FB",1,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","FB",1,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","LR",0,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","LR",0,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","LR",1,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"2","LR",1,"9",0.784,0.836,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"3","FB",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","FB",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","FB",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","FB",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","LR",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","LR",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","LR",0,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"3","LR",1,"17",0.207,0.349,"3","2",0,0.25,"2","2","1","2","1","2","3","2"
"4","FB",0,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","FB",0,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","FB",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","FB",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","LR",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","LR",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","LR",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"4","LR",1,"9",0.77,0.697,"2","1",0.5,1,"1","1","1","1","1","1","1","1"
"5","FB",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","FB",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","FB",1,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","FB",1,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","LR",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","LR",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","LR",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"5","LR",0,"17",0.276,0.262,"4","2",0.5,0,"2","2","1","2","1","2","4","2"
"6","FB",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","FB",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","FB",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","FB",1,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","LR",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","LR",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","LR",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"6","LR",0,"17",0.278,0.247,"3","2",0.25,0,"2","2","1","2","1","2","3","2"
"7","FB",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","FB",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","FB",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","FB",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","LR",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","LR",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","LR",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"7","LR",1,"9",0.709,0.791,"1","1",1,1,"1","1","1","1","1","1","5","1"
"8","FB",0,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","FB",1,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","FB",1,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","FB",1,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","LR",0,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","LR",0,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
"8","LR",1,"9",0.805,0.77,"1","1",0.75,0.5,"1","1","1","1","1","1","2","1"
