"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","FB",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",0,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
"1","LR",1,"7",0.819,0.278,"4","4",0.875,0.25,"1","1","1","1"
