"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","FB",1,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"1","LR",0,"2",0.972,0.229,"5","4",1,0,"5","4","5","3"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","FB",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",0,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",1,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",1,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",1,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",1,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"2","LR",1,"24",0,0.748,"2","1",0,0.625,"2","2","2","1"
"3","FB",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",1,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",1,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","FB",1,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"3","LR",0,"16",0.303,0.05,"3","2",0.375,0,"3","3","3","2"
"4","FB",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",1,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",1,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","FB",1,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"4","LR",0,"16",0.171,0.078,"3","2",0.375,0,"3","3","3","2"
"5","FB",0,"16",0.277,0,"3","2",0.25,0,"3","3","3","2"
"5","FB",0,"16",0.277,0,"3","2",0.25,0,"3","3","3","2"
"5","FB",0,"16",0.277,0,"3","2",0.25,0,"3","3","3","2"
