"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
0,0,0,0,1,1,1,0,"24",0.00844899964842206,0.719686282097883,3.46601691021829,0,0.75
1,1,1,1,0,0,1,0,"2",1,0.163398248449062,1.02042478105613,1,0.25
0,1,0,0,1,1,1,1,"10",0.783328763329254,1,2.09791609541616,0.25,1
0,1,0,0,0,0,0,0,"16",0.24072178055716,0.0671737728730718,2.16348694417878,0.25,0
0,0,1,0,1,1,0,0,"24",0.120893994925932,0.726845548523788,3.48096744293121,0.25,0.5
1,1,1,0,0,0,0,0,"2",0.993968822208193,0.215401108782723,0.776171241373865,0.75,0
1,1,1,0,0,0,0,0,"2",0.952375482054085,0.15681895413615,0.763649304523779,0.75,0
0,0,1,1,1,1,1,1,"10",0.863282081307593,0.961226793080508,2.22806360929851,0.5,1
1,1,1,1,1,1,1,1,"10",0.742137008044775,1,2.4677671260056,1,1
0,1,1,1,1,1,1,1,"10",0.748257562798265,1,2.34353219534978,0.75,1
0,0,0,0,0,0,0,0,"16",0.195762820788813,0,2.0244703525986,0,0
0,0,0,0,1,1,1,1,"24",0,0.688493045830142,3.58606163072877,0,1
0,0,0,0,0,0,0,0,"16",0.168328510681745,0,2.02104106383522,0,0
0,0,1,0,0,0,0,0,"16",0.253970260816128,0.113956336512189,2.17099082466604,0.25,0
1,1,1,1,0,0,0,0,"2",0.988363652571052,0.172344089049607,0.895088467702582,1,0
0,0,0,1,1,1,1,1,"24",0.0944463254645252,0.770255336277582,3.73308770771776,0.25,1
0,0,0,0,1,1,1,1,"24",0,0.813970354476859,3.60174629430961,0,1
0,1,0,0,0,0,0,0,"16",0.318570909854597,0.0485589536315481,2.17089123293577,0.25,0
1,0,0,0,0,0,0,0,"16",0.13899185637036,0.0191314371519064,2.14476541169028,0.25,0
0,0,0,0,0,0,0,1,"24",0,0.669942789820158,3.20874284872752,0,0.25
1,0,1,1,1,1,1,1,"10",0.810519074743869,0.999923439701357,2.35130531430565,0.75,1
0,0,0,0,1,1,1,0,"24",0,0.797497729402133,3.47468721617527,0,0.75
0,0,0,0,1,0,1,1,"24",0.0521282117032143,0.771746710053734,3.47798436521962,0,0.75
0,0,0,0,1,1,1,0,"24",0,0.837198702352205,3.47964983779403,0,0.75
0,0,0,0,1,1,1,0,"24",0,0.748331089743279,3.46854138621791,0,0.75
0,0,0,0,1,1,1,0,"24",0.0301400091178135,0.799043343834422,3.47864791911903,0,0.75
0,0,1,1,0,0,0,0,"16",0.269937091966305,0,2.28374213649579,0.5,0
1,0,1,1,1,1,1,0,"10",0.731343200146398,0.97293936487769,2.21303532062801,0.75,0.75
0,0,0,0,1,0,0,1,"24",0.0540888225162107,0.657813608681458,3.33898780389971,0,0.5
0,0,0,0,1,1,1,1,"24",0.00400688644035861,0.803885100015167,3.60098649830694,0,1
0,0,0,0,0,0,0,0,"16",0.185702582117248,0,2.02321282276466,0,0
0,0,0,0,1,0,1,1,"24",0.0400311857141931,0.826005474238951,3.48325458249414,0,0.75
0,1,0,0,0,0,0,0,"16",0.147403538111903,0.0193888188013845,2.14584904461416,0.25,0
1,1,1,1,1,0,0,0,"2",0.921216066678205,0.299943381007106,1.02764493096066,1,0.25
1,0,1,1,1,1,0,0,"2",0.947930567163991,0.259145104448017,1.0258844589515,0.75,0.5
0,0,0,0,1,1,1,1,"24",0,0.830486483910285,3.60381081048879,0,1
0,0,0,0,1,1,1,1,"24",0.012379490230339,0.796846383621219,3.60115323423144,0,1
0,0,0,0,0,0,0,0,"16",0.272828757787003,0.01555483041836,2.03604794852567,0,0
0,0,0,0,0,0,0,0,"16",0.270465884549282,0,2.03380823556866,0,0
1,1,1,1,1,1,1,1,"10",0.826380725523036,1,2.47829759069038,1,1
1,1,1,1,0,0,0,0,"2",0.918277522301921,0.294610282583702,0.901610975610703,1,0
0,0,0,0,1,1,0,0,"24",0,0.728687606012537,3.34108595075157,0,0.5
1,1,1,1,0,0,0,0,"2",1,0.280523641038704,0.910065455129838,1,0
1,0,0,0,0,0,0,0,"16",0.283728630182592,0,2.16046607877282,0.25,0
0,0,0,0,1,1,1,1,"24",0.0394384197662062,0.806425614667007,3.60573300430415,0,1
0,0,0,1,0,0,0,0,"16",0.285188906103876,0.105345147377758,2.1738167566852,0.25,0
0,0,0,0,0,1,1,1,"24",0,0.729575963975674,3.46619699549696,0,0.75
0,0,0,0,1,1,0,0,"24",0.0417814609640628,0.711691724542316,3.3441841481883,0,0.5
1,0,1,1,1,1,1,1,"10",0.78266268139742,0.949191213710287,2.34148173688846,0.75,1
