"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,1,1,0,0,0,0,"2",1,0.26346765068659,0.907933456335824,1,0
0,1,1,0,0,0,0,0,"17",0.305827552282348,0.363622860748197,2.45868130162882,0.5,0
1,1,1,1,0,0,0,0,"2",0.995499684881068,0.319679175357936,0.914397357529875,1,0
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",0.999403791678938,1,1.87492547395987,1,1
1,1,1,1,1,1,1,1,"5",1,0.948977082852847,1.86862213535661,1,1
1,1,1,1,1,1,1,1,"5",0.942128780555843,0.94744774005876,1.86119706507683,1,1
1,1,1,1,1,0,0,0,"2",0.971081416154979,0.193506801799581,1.02057352724432,1,0.25
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,0,0,0,1,"2",1,0.272945205541914,1.03411815069274,1,0.25
1,1,1,1,1,1,1,1,"5",0.987210660543399,0.95313286425216,1.86754294059944,1,1
1,0,0,0,1,1,1,1,"20",0.319321402313602,0.954018123142399,3.284167440682,0.25,1
0,0,1,0,1,0,0,1,"17",0.241336649720426,0.289751014382768,2.5663859580129,0.25,0.5
0,1,0,0,1,0,0,0,"17",0.154296592153243,0.21007211475755,2.42054608836385,0.25,0.25
0,0,0,0,1,1,1,1,"23",0,0.637240085404947,3.45465501067562,0,1
1,1,1,1,1,0,0,1,"2",0.979412541297573,0.26748213585914,1.15586183464459,1,0.5
0,0,0,0,1,1,0,1,"23",0,0.531290105413941,3.31641126317674,0,0.75
0,0,0,0,0,1,1,1,"23",0,0.527170292303142,3.31589628653789,0,0.75
0,0,1,0,0,0,0,0,"17",0.265509004001608,0.305095253943859,2.32132553224318,0.25,0
0,0,0,0,1,1,1,1,"20",0.253966031508406,1,3.15674575393855,0,1
1,1,1,1,0,0,0,0,"2",1,0.177271837361649,0.897158979670206,1,0
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,0,0,0,0,1,0,0,"17",0.227942182272178,0.284319145827923,2.43903266601251,0.25,0.25
