"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,1,1,0,0,0,0,"6",0.719410451871376,0.0167362170464322,1.34201833361473,1,0
0,0,1,1,1,1,1,1,"9",0.740502426566503,0.773914784713104,2.06430215140995,0.5,1
0,1,0,1,1,1,0,1,"9",0.740643322809623,0.749221143237724,1.93623305825592,0.5,0.75
0,0,0,0,0,1,1,1,"25",0.0328042547882726,0.903446442155675,3.61703133711799,0,0.75
1,1,1,1,1,1,1,1,"9",0.780950165897699,0.768979450411348,2.31874120203863,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,0,1,0,0,0,0,"6",0.65306039071402,0,1.20663254883925,0.75,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,0,1,1,1,0,1,"9",0.704567029350154,0.640205748425551,2.04309659722196,0.75,0.75
0,0,0,0,0,0,0,0,"21",0,0.0616385930656801,2.63270482413321,0,0
0,0,0,0,1,1,1,1,"25",0.0382413026315429,0.913893150727577,3.74401680666989,0,1
0,0,0,0,1,0,1,1,"25",0,0.949505667431139,3.61868820842889,0,0.75
0,0,0,0,1,1,1,1,"25",0.0330888790617939,1,3.75413610988272,0,1
1,0,1,1,0,0,0,0,"2",0.949736949830603,0.241267032583672,0.773875497801784,0.75,0
1,1,1,1,0,1,0,0,"2",1,0.345035980246224,1.04312949753078,1,0.25
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,0,0,0,"23",0,0.498657447272082,3.06233218090901,0,0.25
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,1,1,1,"25",0.0111815683518405,1,3.75139769604398,0,1
1,1,1,1,1,1,1,1,"5",1,0.925588862307516,1.86569860778844,1,1
1,1,1,1,1,1,1,1,"5",0.956160007949068,0.992428331384735,1.86857354241673,1,1
1,1,1,1,0,0,0,0,"2",1,0.223125428844614,0.902890678605577,1,0
