"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,1,1,0,0,0,0,"1",0.986114065230684,0.060498327761153,0.75582654912398,1,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,1,1,0,0,0,0,"1",0.888253610954167,0,0.486031701369271,0.5,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,1,1,1,1,"25",0,0.948038441855918,3.74350480523199,0,1
1,1,1,1,1,1,1,1,"5",1,0.977900570780919,1.87223757134761,1,1
0,0,0,0,0,0,0,0,"21",0,0.0523044361759502,2.63153805452199,0,0
0,0,0,0,0,0,0,0,"21",0.0113099215958411,0.0162096840545338,2.6284399507063,0,0
0,1,0,0,0,0,0,0,"21",0.0232567999435901,0,2.75290709999295,0.25,0
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,0,0,0,0,"1",1,0,0.75,1,0
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,1,1,1,1,"25",0.0927610608459046,0.978609354756543,3.75892130195031,0,1
1,1,1,1,0,0,0,0,"1",1,0,0.75,1,0
1,1,1,1,0,0,0,0,"1",1,0.00308076201706197,0.750385095252133,1,0
0,0,0,0,0,0,0,0,"21",0.0300093711138411,0,2.62875117138923,0,0
1,1,1,1,0,1,1,1,"5",0.968935494874601,0.962856818259396,1.74147403914175,1,0.75
0,0,0,0,0,0,0,0,"21",0.0145201034154307,0.0726855831996307,2.63590071082688,0,0
0,0,0,0,0,0,0,0,"21",0.053336471876495,0.0320022321481774,2.63566733800308,0,0
0,0,0,0,1,1,1,1,"25",0,0.964440833210224,3.74555510415128,0,1
0,0,0,0,1,1,1,1,"25",0.0148752996789346,1,3.75185941245987,0,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,1,1,1,1,"25",0.0136915922432101,0.993364183082671,3.75088197191574,0,1
0,0,0,0,1,1,1,1,"25",0.0287228442518903,0.970216597500988,3.74986743021911,0,1
1,1,1,1,0,0,0,1,"1",1,0.0813412546944198,0.885167656836802,1,0.25
