"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,0,0,0,1,1,1,1,"15",0.433729589851832,0.951816180215629,2.67319322125843,0.25,1
1,1,0,0,0,0,0,0,"11",0.420396318837708,0,1.67754953985471,0.5,0
0,1,0,1,1,1,1,1,"15",0.580001389613572,1,2.8225001737017,0.5,1
0,0,0,0,0,1,0,0,"23",0,0.509056718116627,3.06363208976458,0,0.25
0,1,1,1,0,0,0,0,"11",0.495706966800142,0,1.81196337085002,0.75,0
1,1,1,1,1,1,1,1,"15",0.582943764757871,1,3.07286797059473,1,1
0,0,0,0,0,0,0,1,"23",0.00900423371356947,0.50993327877544,3.06486718906113,0,0.25
0,0,0,0,1,1,1,1,"15",0.521324514591757,0.958156784272087,2.55993516235798,0,1
0,1,1,1,1,1,1,1,"15",0.531340628074548,0.966800427463371,2.93726763194224,0.75,1
1,0,1,1,0,1,1,0,"3",0.969033380611628,0.499324038345739,1.18354467736967,0.75,0.5
1,1,1,1,1,0,0,1,"3",0.929875723994307,0.440136121017077,1.29625148062642,1,0.5
0,1,1,0,1,1,1,1,"15",0.524370473647063,1,2.81554630920588,0.5,1
1,0,1,1,1,1,1,1,"15",0.55581467376685,1,2.94447683422086,0.75,1
0,1,0,0,1,1,1,1,"15",0.493548646015698,0.919749581857143,2.6766622784841,0.25,1
0,0,0,0,0,0,0,0,"11",0.4647150044066,0.0166057426938948,1.43516509338756,0,0
1,1,1,1,0,0,0,1,"3",1,0.530113979727009,1.19126424746588,1,0.25
0,1,1,1,1,1,1,1,"15",0.631167638034311,1,2.95389595475429,0.75,1
1,1,1,1,1,0,0,1,"3",1,0.504727968005887,1.31309099600074,1,0.5
1,0,0,1,0,0,0,0,"11",0.548628025332094,0,1.69357850316651,0.5,0
0,0,0,0,1,1,1,1,"15",0.44992088843418,1,2.55624011105427,0,1
0,1,0,0,1,1,1,1,"15",0.467789994654375,0.947307193545983,2.67688714852504,0.25,1
1,1,1,1,1,1,1,1,"3",1,0.468835067698288,1.55860438346229,1,1
1,1,0,1,1,1,1,1,"15",0.507156176079143,0.995207454870608,2.93779545386872,0.75,1
0,0,0,0,1,0,0,1,"23",0.0240464514076825,0.481702747239101,3.18821864983085,0,0.5
0,1,0,0,1,1,0,0,"23",0.0505738689452864,0.458564295525744,3.31364227055888,0.25,0.5
0,0,0,0,0,0,0,0,"23",0,0.541233060877833,2.94265413260973,0,0
0,1,1,1,0,0,0,0,"11",0.524766229315421,0.0419403375430994,1.82083832085732,0.75,0
0,0,0,0,1,1,1,1,"23",0,0.497442425925895,3.43718030324074,0,1
0,1,1,0,0,0,0,0,"11",0.528132282676414,0.0935052123521806,1.70270468687857,0.5,0
1,1,1,1,0,0,1,1,"3",0.991712945427101,0.459446490574982,1.30639492950026,1,0.5
1,0,1,1,1,1,1,1,"15",0.51750200328589,1,2.93968775041074,0.75,1
0,0,0,0,0,0,1,1,"23",0.0124384444705406,0.565329278447239,3.19722096536472,0,0.5
1,1,1,1,0,1,1,1,"3",1,0.601601851004642,1.45020023137558,1,0.75
1,1,1,1,0,0,0,0,"3",0.994575942636393,0.531197384363579,1.065721665875,1,0
1,1,1,1,0,0,0,0,"3",0.963341430210312,0.499468213683881,1.05785120548677,1,0
1,1,1,0,1,1,1,1,"15",0.593375231217054,1,2.94917190390213,0.75,1
0,0,0,0,0,0,1,0,"23",0.0571661256959023,0.542871622011731,3.07500471846345,0,0.25
1,0,0,0,1,1,1,1,"15",0.450892979205004,0.945321151512283,2.67452676633966,0.25,1
1,1,0,0,0,0,0,0,"11",0.484412207911079,0,1.68555152598888,0.5,0
0,1,1,0,0,0,0,0,"11",0.507400127838462,0,1.68842501597981,0.5,0
0,1,1,0,0,1,0,1,"3",0.949967281630526,0.497877661516395,1.05598061789337,0.5,0.5
1,0,0,0,0,0,0,0,"11",0.497768717758643,0,1.56222108971983,0.25,0
0,1,1,1,0,0,0,0,"11",0.446365424298216,0.140083409143701,1.82330610418024,0.75,0
1,1,1,1,1,1,0,1,"3",1,0.488028270729217,1.43600353384115,1,0.75
1,0,0,1,1,1,1,1,"15",0.401462875434083,0.978522503716633,2.79749817239384,0.5,1
0,0,1,0,1,1,1,1,"15",0.517729012415129,0.930352670897333,2.68101021041406,0.25,1
0,0,0,0,1,1,1,0,"23",0.0154430910717572,0.464387656298169,3.30997884342124,0,0.75
1,0,0,1,0,0,0,0,"11",0.557647195190704,0,1.69470589939884,0.5,0
1,1,0,1,0,0,0,0,"11",0.583601550715203,0,1.8229501938394,0.75,0
0,0,0,0,1,0,0,0,"23",0,0.5098625342449,3.06373281678061,0,0.25
0,1,1,1,1,1,1,1,"15",0.463346720875882,0.978278172918974,2.93020311172436,0.75,1
0,0,1,0,1,1,1,1,"15",0.495843996570214,0.968368242080884,2.68302652983139,0.25,1
0,1,1,0,0,1,0,1,"11",0.510266177526875,0.0612594379178931,1.9464407019306,0.5,0.5
1,1,1,1,0,1,1,1,"3",1,0.477288525528134,1.43466106569102,1,0.75
1,0,0,0,1,1,1,1,"15",0.515853556532945,0.956074572645499,2.68399101614731,0.25,1
1,1,0,0,1,1,1,1,"15",0.500237241797806,1,2.81252965522473,0.5,1
1,1,0,0,1,1,1,1,"15",0.515423137331256,1,2.81442789216641,0.5,1
0,1,1,0,0,0,0,0,"11",0.469583284081817,0.0631970361289409,1.69159754002634,0.5,0
1,0,0,0,1,1,1,1,"15",0.499059321997308,0.999380505618738,2.68730497845201,0.25,1
1,1,0,1,1,1,1,1,"15",0.561755255557455,1,2.94521940694468,0.75,1
1,0,0,0,0,0,1,0,"23",0.0767919477888473,0.443284699050471,3.19000958085491,0.25,0.25
1,1,1,1,1,1,1,1,"15",0.590376936772279,0.966876841443182,3.06965672227693,1,1
1,1,1,1,1,1,0,1,"3",1,0.45964404867486,1.43245550608436,1,0.75
0,0,0,0,0,0,0,0,"11",0.534906545991999,0.0534082405778916,1.44853934832124,0,0
1,1,0,1,0,0,0,0,"11",0.478407644267881,0,1.80980095553349,0.75,0
0,0,0,1,1,1,0,0,"11",0.570143877762344,0.0534134006023802,1.82794465979559,0.25,0.5
1,1,1,1,1,1,0,1,"3",0.97830491260934,0.503594771250687,1.4352374604825,1,0.75
1,1,1,1,0,0,1,1,"3",1,0.537823530080807,1.3172279412601,1,0.5
0,0,1,0,0,0,0,0,"11",0.490418215542817,0.0578498686114224,1.56853351051928,0.25,0
1,0,1,1,0,0,0,0,"11",0.437828049681929,0.0549119673957062,1.8115925021347,0.75,0
0,0,0,0,1,1,0,0,"23",0,0.473952641148126,3.18424408014352,0,0.5
0,0,0,0,1,1,1,1,"15",0.40003873225973,0.982059388063473,2.5477622650404,0,1
1,1,1,1,1,0,1,0,"3",0.979188010645761,0.518940197901116,1.31226602606836,1,0.5
0,1,0,1,0,0,0,0,"11",0.545312353363458,0,1.69316404417043,0.5,0
0,1,0,1,0,0,0,0,"11",0.481885255149539,0.0646403995297659,1.69331570683491,0.5,0
1,1,1,1,1,0,1,1,"3",0.987645566900744,0.460309029063842,1.43099432449557,1,0.75
1,1,1,1,0,1,0,1,"3",1,0.555349232849107,1.31941865410614,1,0.5
0,0,0,1,1,1,1,1,"15",0.399931095826767,0.946112972289092,2.66825550851448,0.25,1
0,0,0,0,0,0,0,1,"23",0,0.447376396894503,3.05592204961181,0,0.25
0,0,0,0,0,0,1,0,"23",0,0.469442021289409,3.05868025266118,0,0.25
0,0,0,0,0,1,0,1,"23",0.0497937477114201,0.573129595528946,3.20286541790505,0,0.5
1,0,1,0,0,0,0,0,"11",0.528509285020197,0,1.69106366062752,0.5,0
0,0,1,0,1,1,1,1,"15",0.510319344781261,0.946551964073083,2.68210891360679,0.25,1
1,1,1,1,0,1,1,1,"3",1,0.516250188685559,1.43953127358569,1,0.75
1,1,1,1,0,0,0,0,"3",1,0.522297621168807,1.0652872026461,1,0
1,1,1,1,1,0,1,0,"3",1,0.572162658991549,1.32152033237394,1,0.5
0,0,0,0,1,0,0,1,"23",0,0.585645921373473,3.19820574017168,0,0.5
1,1,1,1,1,0,1,1,"3",1,0.438214892091123,1.42977686151139,1,0.75
1,1,1,1,0,0,0,0,"11",0.507109344061179,0.00527581564135855,1.93904814496282,1,0
