"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","FB",1,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
"1","LR",0,"7",0.808,0.272,"1","1",1,0.3125,"1","1","4","4"
