"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","FB",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",0,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"1","LR",1,"7",0.808,0.272,"1","3",1,0.25,"1","1","1","1"
"2","FB",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","FB",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",0,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"2","LR",1,"19",0.331,0.692,"3","1",0.375,0.5,"3","3","3","3"
"3","FB",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",1,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",1,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","FB",1,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",0,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",1,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"3","LR",1,"17",0.318,0.324,"2","2",0.375,0.25,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",1,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","FB",1,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",0,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"4","LR",1,"7",0.698,0.262,"2","2",0.25,0.125,"2","2","2","2"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","FB",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",0,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"5","LR",1,"17",0.192,0.276,"3","1",0.25,0.625,"3","3","3","3"
"6","FB",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","FB",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",0,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"6","LR",1,"9",0.739,0.718,"1","3",0.75,0.5,"1","1","1","1"
"7","FB",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","FB",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",0,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"7","LR",1,"7",0.744,0.143,"1","3",0.875,0.375,"1","1","1","1"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","FB",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",0,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"8","LR",1,"19",0.326,0.779,"3","1",0.25,0.5,"3","3","3","3"
"9","FB",0,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",0,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",0,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",0,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",0,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",1,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
"9","FB",1,"17",0.277,0.315,"2","2",0.375,0.375,"2","2","2","2"
