"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","FB",1,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"1","LR",0,"11",0.566,0.031,"4","3",0.5625,0,"1","1","1","1"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
"2","FB",0,"15",0.611,0.957,"1","2",0.375,0.9375,"2","2","2","2"
