"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","FB",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","FB",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","FB",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","LR",0,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","LR",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","LR",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"1","LR",1,"9",0.945,0.787,"2","2",1,0.75,"1","1","1","1"
"2","FB",0,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","FB",1,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","FB",1,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","FB",1,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","LR",0,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","LR",0,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","LR",1,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"2","LR",1,"9",0.775,0.775,"2","2",0.75,0.5,"2","1","2","1"
"3","FB",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","FB",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","FB",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","FB",1,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","LR",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","LR",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","LR",0,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"3","LR",1,"17",0.213,0.195,"1","1",0.25,0.25,"3","2","3","2"
"4","FB",0,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","FB",0,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","FB",1,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","FB",1,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","LR",0,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","LR",0,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","LR",1,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"4","LR",1,"17",0.2,0.389,"1","1",0.5,0.5,"2","1","2","1"
"5","FB",0,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","FB",0,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","FB",1,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","FB",1,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","LR",0,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","LR",0,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","LR",1,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"5","LR",1,"17",0.323,0.257,"1","1",0.5,0.5,"2","1","2","1"
"6","FB",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","FB",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","FB",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","FB",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","LR",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","LR",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","LR",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"6","LR",1,"9",0.765,0.782,"2","2",1,1,"1","1","1","1"
"7","FB",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","FB",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","FB",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","FB",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","LR",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","LR",0,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","LR",1,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"7","LR",1,"17",0.244,0.305,"1","1",0,0.5,"3","2","3","2"
"8","FB",0,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","FB",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","FB",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","FB",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","LR",0,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","LR",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","LR",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"8","LR",1,"9",0.665,0.8,"2","2",0.75,0.75,"4","1","4","1"
"9","FB",0,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","FB",0,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","FB",0,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","FB",1,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","LR",1,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","LR",1,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","LR",1,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"9","LR",1,"9",0.739,0.72,"2","2",0.25,1,"2","1","2","1"
"10","FB",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","FB",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","FB",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","FB",1,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","LR",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","LR",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","LR",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"10","LR",0,"17",0.257,0.253,"1","1",0.25,0,"5","2","5","2"
"11","FB",0,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","FB",1,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","FB",1,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","FB",1,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","LR",0,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","LR",0,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","LR",0,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"11","LR",1,"17",0.243,0.322,"1","1",0.75,0.25,"2","1","2","1"
"12","FB",0,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","FB",1,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","FB",1,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","FB",1,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","LR",0,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","LR",0,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","LR",0,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"12","LR",0,"17",0.267,0.249,"1","1",0.75,0,"6","2","6","2"
"13","FB",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","FB",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","FB",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","FB",1,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","LR",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","LR",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","LR",0,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"13","LR",1,"17",0.242,0.229,"1","1",0.25,0.25,"3","2","3","2"
"14","FB",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","FB",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","FB",1,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","FB",1,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","LR",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","LR",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","LR",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"14","LR",0,"17",0.202,0.137,"1","1",0.5,0,"3","2","3","2"
"15","FB",0,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","FB",0,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","FB",1,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","FB",1,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","LR",0,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","LR",0,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","LR",0,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"15","LR",1,"17",0.302,0.226,"1","1",0.5,0.25,"6","2","6","2"
"16","FB",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","FB",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","FB",1,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","FB",1,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","LR",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","LR",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","LR",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"16","LR",0,"17",0.238,0.265,"1","1",0.5,0,"3","2","3","2"
"17","FB",0,"9",0.747,0.697,"2","2",0.5,0.75,"2","1","2","1"
"17","FB",0,"9",0.747,0.697,"2","2",0.5,0.75,"2","1","2","1"
"17","FB",1,"9",0.747,0.697,"2","2",0.5,0.75,"2","1","2","1"
"17","FB",1,"9",0.747,0.697,"2","2",0.5,0.75,"2","1","2","1"
