"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","FB",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",0,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"1","LR",1,"7",0.825,0.245,"1","3",0.625,0.5,"5","1","1","1"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",1,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","FB",1,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",0,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"2","LR",1,"17",0.314,0.189,"4","4",0.25,0.125,"2","2","2","2"
"3","FB",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","FB",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",0,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"3","LR",1,"17",0.226,0.217,"3","2",0.5,0.375,"1","1","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",1,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","FB",1,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",0,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",1,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",1,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"4","LR",1,"17",0.198,0.331,"4","4",0.25,0.375,"2","2","2","2"
"5","FB",0,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",0,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",0,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",0,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","FB",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"5","LR",1,"9",0.692,0.782,"2","1",0.5,1,"4","3","1","1"
"6","FB",0,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","FB",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",0,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",0,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"6","LR",1,"9",0.813,0.796,"1","3",0.875,0.75,"5","1","1","1"
"7","FB",0,"17",0.276,0.362,"2","1",0.5,0.625,"4","2","4","4"
"7","FB",0,"17",0.276,0.362,"2","1",0.5,0.625,"4","2","4","4"
