"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","lmem.class","lmem.tc","bm.class","bm.tc","bbm.class","bbm.tc"
"1","FB",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","FB",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","FB",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","FB",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","LR",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","LR",0,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","LR",1,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"1","LR",1,"23",0,0.533,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","FB",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","FB",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","FB",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","FB",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","LR",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","LR",0,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","LR",1,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"2","LR",1,"23",0.006,0.402,"2","4",0,0.5,"1","1","3","1","1","1","1","1"
"3","FB",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","FB",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","FB",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","FB",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","LR",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","LR",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","LR",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"3","LR",1,"15",0.545,1,"1","3",1,1,"4","3","2","2","2","2","2","3"
"4","FB",0,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","FB",0,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","FB",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","FB",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","LR",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","LR",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","LR",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
"4","LR",1,"15",0.591,0.97,"4","2",0.5,1,"3","2","5","1","3","4","3","2"
