"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","lmem.class","lmem.tc","bm.class","bm.tc","bbm.class","bbm.tc"
"1","FB",1,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","FB",1,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","FB",1,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","FB",1,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","LR",0,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"1","LR",1,"2",0.991,0.286,"1","4",1,0.25,"1","1","1","1","1","1","1","1"
"2","FB",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","FB",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","FB",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","FB",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","LR",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","LR",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","LR",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"2","LR",1,"10",0.813,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","FB",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","FB",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","FB",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","FB",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","LR",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","LR",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","LR",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"3","LR",1,"10",0.759,1,"4","2",1,1,"1","1","2","2","2","2","2","2"
"4","FB",0,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","FB",0,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","FB",0,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","FB",1,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","LR",0,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","LR",0,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","LR",1,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"4","LR",1,"24",0.012,0.81,"2","1",0.25,0.5,"4","4","3","3","4","4","4","4"
"5","FB",0,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","FB",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","FB",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","FB",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","LR",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","LR",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","LR",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"5","LR",1,"10",0.788,0.994,"4","2",0.75,1,"2","2","4","2","2","2","2","2"
"6","FB",0,"24",0,0.849,"2","1",0,0.75,"3","3","5","4","4","4","4","4"
"6","FB",0,"24",0,0.849,"2","1",0,0.75,"3","3","5","4","4","4","4","4"
