"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","FB",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",0,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",0,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"1","LR",1,"3",1,0.594,"1","2",1,0.75,"5","1","1","1"
"2","FB",0,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",0,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",0,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","FB",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"2","LR",1,"15",0.546,0.979,"3","4",0.625,1,"2","2","2","2"
"3","FB",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",1,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",1,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",1,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","FB",1,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"3","LR",0,"11",0.517,0,"4","3",0.5,0,"3","3","3","3"
"4","FB",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",1,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",1,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","FB",1,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"4","LR",0,"11",0.492,0,"4","3",0.375,0,"3","3","3","3"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","FB",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",0,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",1,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",1,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",1,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"5","LR",1,"23",0,0.387,"2","1",0,0.5,"4","4","4","4"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","FB",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",0,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",0,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",0,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",0,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"6","LR",1,"3",1,0.476,"1","2",1,0.5,"5","1","1","1"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
"7","FB",0,"23",0,0.515,"2","1",0,0.375,"4","4","4","4"
