"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","lmem.class","lmem.tc","bm.class","bm.tc"
"1","FB",0,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","FB",0,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","FB",0,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","FB",0,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","LR",1,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","LR",1,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","LR",1,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"1","LR",1,"25",0.066,1,"1","2",0,1,"1","1","1","1"
"2","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"2","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"3","FB",1,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","FB",1,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","FB",1,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","FB",1,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","LR",0,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","LR",0,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","LR",0,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"3","LR",0,"1",0.978,0,"4","5",1,0,"2","2","2","2"
"4","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","FB",1,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"4","LR",0,"1",1,0,"4","5",1,0,"2","2","2","2"
"5","FB",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","FB",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","FB",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","FB",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","LR",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","LR",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","LR",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"5","LR",1,"5",1,0.99,"3","6",1,1,"3","3","3","3"
"6","FB",0,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","FB",0,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","FB",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","FB",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","LR",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","LR",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","LR",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"6","LR",1,"20",0.287,1,"1","1",0.5,1,"4","4","4","4"
"7","FB",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","FB",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","FB",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","FB",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","LR",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","LR",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","LR",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"7","LR",0,"21",0.067,0.016,"2","3",0,0,"5","5","5","5"
"8","FB",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","FB",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","FB",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","FB",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","LR",0,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","LR",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","LR",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"8","LR",1,"5",1,0.984,"3","6",1,0.75,"2","2","2","3"
"9","FB",1,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","FB",1,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","FB",1,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","FB",1,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","LR",0,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","LR",0,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","LR",0,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"9","LR",0,"1",0.945,0,"4","5",1,0,"2","2","2","2"
"10","FB",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","FB",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","FB",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","FB",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","LR",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","LR",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","LR",0,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"10","LR",1,"21",0,0.038,"2","3",0,0.25,"6","6","5","6"
"11","FB",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","FB",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","FB",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","FB",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","LR",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","LR",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","LR",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"11","LR",1,"5",0.938,1,"3","6",1,1,"3","3","3","3"
"12","FB",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","FB",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","FB",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","FB",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","LR",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","LR",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","LR",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
"12","LR",1,"5",0.94,0.992,"3","6",1,1,"3","3","3","3"
