"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","FB",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",0,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",1,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",1,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"1","LR",1,"22",0,0.18,"4","3",0,0.1875,"1","1","4","1"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","FB",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",0,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",0,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",0,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",0,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"2","LR",1,"4",0.995,0.845,"2","1",1,0.75,"2","2","2","2"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
"3","FB",1,"2",1,0.215,"1","4",1,0.125,"3","2","3","3"
