"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","lmem.class","lmem.tc","bm.class","bm.tc","bbm.class","bbm.tc"
"1","FB",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","FB",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",0,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"1","LR",1,"17",0.316,0.281,"4","1",0.5,0.25,"2","1","1","1","1","3","1","1"
"2","FB",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","FB",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",0,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"2","LR",1,"7",0.762,0.232,"3","4",0.75,0.5,"2","2","5","4","1","2","2","2"
"3","FB",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","FB",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",0,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"3","LR",1,"7",0.817,0.266,"4","1",0.875,0.125,"1","3","2","2","1","3","1","1"
"4","FB",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","FB",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",0,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"4","LR",1,"7",0.695,0.205,"4","1",0.625,0.375,"2","2","5","4","1","3","1","1"
"5","FB",0,"19",0.263,0.8,"2","3",0.125,0.625,"3","4","6","3","1","4","2","3"
"5","FB",0,"19",0.263,0.8,"2","3",0.125,0.625,"3","4","6","3","1","4","2","3"
"5","FB",0,"19",0.263,0.8,"2","3",0.125,0.625,"3","4","6","3","1","4","2","3"
"5","FB",0,"19",0.263,0.8,"2","3",0.125,0.625,"3","4","6","3","1","4","2","3"
"5","FB",0,"19",0.263,0.8,"2","3",0.125,0.625,"3","4","6","3","1","4","2","3"
