"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend","glm.class","glm.tc","bbm.class","bbm.tc"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","FB",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",0,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"1","LR",1,"17",0.338,0.259,"2","3",0.375,0.125,"1","1","1","1"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","FB",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",0,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"2","LR",1,"7",0.734,0.391,"1","4",0.625,0.375,"5","4","2","2"
"3","FB",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","FB",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",0,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"3","LR",1,"7",0.836,0.25,"1","4",0.75,0.1875,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","FB",1,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","LR",0,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","LR",0,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","LR",0,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
"4","LR",0,"7",0.828,0.298,"1","4",1,0.0625,"2","2","2","2"
